model,year,price,mileage,engine_capacity,color,features_count,vehicle_age,tax_era,fuel_efficiency,is_popular_model,log_price,age_group,mileage_per_year,mileage_category,brand_age_interaction,is_premium_combo,engine_category,fuel_efficiency_enc,tax_era_enc,mileage_category_enc,engine_category_enc,brand_Benz,brand_Honda,brand_Hyundai,brand_KIA,brand_Mazda,brand_Mitsubishi,brand_Nissan,brand_Suzuki,brand_Toyota,fuel_type_Electric,fuel_type_Hybrid,fuel_type_Petrol,transmission_Manual,body_type_Hatchback,body_type_SUV,body_type_Sedan,body_type_Van,body_type_Wagon,condition_Used,seller_type_Individual,brand_category_Standard,location_Batticaloa,location_Colombo,location_Galle,location_Gampaha,location_Jaffna,location_Kalutara,location_Kandy,location_Kurunegala,location_Matara,location_Negombo,location_Ratnapura
Aqua,2021,3589289.0,29199,1000,White,7,3,High Tax Era,Medium,1,15.093464969317338,New (0-3yr),9733.0,Low,0,0,Small,2,3,1,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False
Accord,2020,2515162.0,22906,1000,Black,13,4,High Tax Era,Medium,0,14.737848170549027,Mid (4-7yr),5726.5,Low,0,0,Small,2,3,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
Demio,2019,2808925.0,82520,1800,Black,10,5,Medium Tax Era,High,0,14.848312761844749,Mid (4-7yr),16504.0,Medium,0,0,Medium,3,2,2,3,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Premio,2023,4364980.125,5733,2000,Black,17,1,High Tax Era,High,0,15.28912442307696,New (0-3yr),5733.0,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Atenza,2020,2659171.0,17139,1000,Silver,10,4,High Tax Era,High,0,14.79352535410528,Mid (4-7yr),4284.75,Low,0,0,Small,3,3,1,2,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Cerato,2020,2421709.0,27713,1300,White,17,4,High Tax Era,Medium,0,14.699984460170702,Mid (4-7yr),6928.25,Low,0,0,Small,2,3,1,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
C180,2011,1623622.0,224059,2500,Black,19,13,Low Tax Era,Low,0,14.300170629897293,Vintage (13+yr),17235.30769230769,Very High,13,0,Large,1,1,4,4,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Allion,2012,1495430.0,195953,0,White,22,12,Low Tax Era,Very High,0,14.217925017572485,Old (8-12yr),16329.416666666666,Very High,0,0,Micro,4,1,4,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
520d,2016,3104420.0,61427,2500,Silver,6,8,Medium Tax Era,High,0,14.948337782531432,Old (8-12yr),7678.375,Medium,8,0,Large,3,2,2,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
C180,2011,1578300.0,177768,3500,Silver,7,13,Low Tax Era,Low,0,14.271859509979913,Vintage (13+yr),13674.461538461539,Very High,13,0,Large,1,1,4,4,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Premio,2020,3370301.0,43602,0,Red,6,4,High Tax Era,Very High,0,15.030512912556752,Mid (4-7yr),10900.5,Low,0,0,Micro,4,3,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Corolla,2018,2931631.0,66385,1800,Red,18,6,Medium Tax Era,High,0,14.89106982251526,Mid (4-7yr),11064.166666666666,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Premio,2021,4353039.0,30251,1000,White,6,3,High Tax Era,High,0,15.286385009557229,New (0-3yr),10083.666666666666,Low,0,0,Small,3,3,1,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Aqua,2008,592588.0,237661,1500,White,23,16,Low Tax Era,Low,1,13.292256351681349,Vintage (13+yr),14853.8125,Very High,0,1,Small,1,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Corolla,2017,2515214.0,114319,1000,Black,5,7,Medium Tax Era,High,0,14.7378688449397,Mid (4-7yr),16331.285714285714,High,0,0,Small,3,2,3,2,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
Allion,2015,1547342.0,92326,1300,White,15,9,Low Tax Era,Medium,0,14.25204982443609,Old (8-12yr),10258.444444444445,Medium,0,0,Small,2,1,2,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Sportage,2021,2684505.0,41015,1300,White,24,3,High Tax Era,Medium,0,14.803007283895345,New (0-3yr),13671.666666666666,Low,0,0,Small,2,3,1,2,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Freed,2016,2006350.0,96446,1500,Black,23,8,Medium Tax Era,High,0,14.51182820727244,Old (8-12yr),12055.75,Medium,0,0,Small,3,2,2,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
X3,2019,4364980.125,68380,2500,Green,13,5,Medium Tax Era,High,0,15.28912442307696,Mid (4-7yr),13676.0,Medium,5,0,Large,3,2,2,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
Axio,2018,2145555.0,56309,1800,Blue,9,6,Medium Tax Era,Low,1,14.578909284215012,Mid (4-7yr),9384.833333333334,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Hustler,2016,1392744.0,44703,1300,White,23,8,Medium Tax Era,High,0,14.146787177856872,Old (8-12yr),5587.875,Low,0,0,Small,3,2,1,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Swift,2017,1212919.0,97056,1300,Grey,17,7,Medium Tax Era,Medium,1,14.00854123356658,Mid (4-7yr),13865.142857142857,Medium,0,0,Small,2,2,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
Vezel,2017,1867769.0,109350,1000,Silver,16,7,Medium Tax Era,Medium,1,14.440255763851926,Mid (4-7yr),15621.42857142857,High,0,0,Small,2,2,3,2,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
530i,2013,2259443.0,124738,3500,Silver,16,11,Low Tax Era,Low,0,14.630629323282035,Old (8-12yr),11339.818181818182,High,11,0,Large,1,1,3,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Allion,2015,1768292.0,75946,2000,Grey,10,9,Low Tax Era,High,0,14.385525232430924,Old (8-12yr),8438.444444444445,Medium,0,0,Medium,3,1,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Prius,2022,4364980.125,15968,2000,White,21,2,High Tax Era,High,1,15.28912442307696,New (0-3yr),7984.0,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
Civic,2022,4364980.125,16239,1000,Black,22,2,High Tax Era,High,0,15.28912442307696,New (0-3yr),8119.5,Low,0,0,Small,3,3,1,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
Celerio,2009,500000.0,112556,1800,White,19,15,Low Tax Era,Low,0,13.122365377402328,Vintage (13+yr),7503.733333333334,High,0,0,Medium,1,1,3,3,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False
City,2022,4119171.0,37473,1300,Silver,23,2,High Tax Era,Medium,0,15.231162730254571,New (0-3yr),18736.5,Low,0,0,Small,2,3,1,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Mirage,2017,1681770.0,48125,1000,Silver,13,7,Medium Tax Era,High,0,14.335357962802606,Mid (4-7yr),6875.0,Low,0,0,Small,3,2,1,2,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Freed,2014,1215291.0,84114,1000,White,11,10,Low Tax Era,High,0,14.010494935100452,Old (8-12yr),8411.4,Medium,0,0,Small,3,1,2,2,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False
Camry,2015,1464963.0,49108,1000,White,7,9,Low Tax Era,Medium,0,14.197341226752535,Old (8-12yr),5456.444444444444,Low,0,0,Small,2,1,1,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Grace,2016,1784201.0,62612,1800,Black,9,8,Medium Tax Era,High,0,14.394481814411758,Old (8-12yr),7826.5,Medium,0,0,Medium,3,2,2,3,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Swift,2019,2036488.0,99889,2000,Grey,8,5,Medium Tax Era,High,1,14.526737804632004,Mid (4-7yr),19977.8,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Premio,2016,1713424.0,77650,2000,Black,20,8,Medium Tax Era,Low,0,14.354004849277585,Old (8-12yr),9706.25,Medium,0,0,Medium,1,2,2,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
March,2014,1243285.0,234243,1000,Red,21,10,Low Tax Era,High,0,14.033268432522124,Old (8-12yr),23424.3,Very High,0,0,Small,3,1,4,2,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
Allion,2015,2028167.0,52149,2000,Blue,13,9,Low Tax Era,High,0,14.522643480498834,Old (8-12yr),5794.333333333333,Medium,0,0,Medium,3,1,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Accord,2015,1770451.0,115388,0,Blue,11,9,Low Tax Era,Very High,0,14.386745439180988,Old (8-12yr),12820.888888888889,High,0,0,Micro,4,1,3,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True
Allion,2012,874572.0,207556,1300,White,7,12,Low Tax Era,Medium,0,13.681491046228999,Old (8-12yr),17296.333333333332,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Alto,2013,705366.0,87421,1000,Red,21,11,Low Tax Era,Medium,1,13.4664735137221,Old (8-12yr),7947.363636363636,Medium,0,1,Small,2,1,2,2,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
Axio,2017,2312082.0,73893,1800,White,10,7,Medium Tax Era,High,1,14.653659407784007,Mid (4-7yr),10556.142857142857,Medium,0,0,Medium,3,2,2,3,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
Aqua,2020,3277434.0,20051,2000,White,7,4,High Tax Era,High,1,15.002571662234162,Mid (4-7yr),5012.75,Low,0,0,Medium,3,3,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
Prius,2015,2141989.0,49686,1800,White,20,9,Low Tax Era,High,1,14.577245861444853,Old (8-12yr),5520.666666666667,Low,0,1,Medium,3,1,1,3,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Celerio,2019,1576404.0,69328,1500,Green,12,5,Medium Tax Era,Low,0,14.270657496081768,Mid (4-7yr),13865.6,Medium,0,0,Small,1,2,2,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
Premio,2011,733156.0,201237,1000,White,8,13,Low Tax Era,Medium,0,13.50511514620115,Vintage (13+yr),15479.76923076923,Very High,0,0,Small,2,1,4,2,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False
Prius,2015,2129384.0,75585,0,Grey,10,9,Low Tax Era,Very High,1,14.57134376360002,Old (8-12yr),8398.333333333334,Medium,0,1,Micro,4,1,2,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Spacia,2017,1447404.0,101929,1300,Blue,20,7,Medium Tax Era,High,0,14.185282855878283,Mid (4-7yr),14561.285714285714,High,0,0,Small,3,2,3,2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Mirage,2009,542074.0,100609,1300,Brown,18,15,Low Tax Era,Medium,0,13.203159647232418,Vintage (13+yr),6707.266666666666,High,0,0,Small,2,1,3,2,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
