brand,model,year,price,mileage,fuel_type,transmission,engine_capacity,body_type,location,condition,seller_type,color,features_count,vehicle_age,tax_era,brand_category,fuel_efficiency,price_per_km,is_popular_model
Honda,City,2015,1813640,53782,Hybrid,Automatic,1000,Wagon,Matara,Reconditioned,Individual,White,8,9,Low Tax Era,Standard,High,33.72,0
Suzuki,Wagon R,2021,2151379,28864,Diesel,Automatic,800,Hatchback,Batticaloa,Used,Individual,White,16,3,High Tax Era,Standard,Medium,74.53,1
Toyota,Camry,2012,1053255,103880,Petrol,Automatic,1000,Sedan,Jaffna,Used,Dealer,Black,19,12,Low Tax Era,Standard,Medium,10.14,0
Toyota,Vitz,2015,2016054,111326,Hybrid,Automatic,1500,Hatchback,Gampaha,Used,Individual,Silver,14,9,Low Tax Era,Standard,High,18.11,0
Suzuki,Spacia,2018,1801125,44791,Hybrid,Manual,2000,Wagon,Colombo,Reconditioned,Individual,Gold,16,6,Medium Tax Era,Standard,High,40.21,0
Suzuki,Spacia,2012,558347,247995,Petrol,Automatic,1500,Hatchback,Kurunegala,Used,Individual,Grey,11,12,Low Tax Era,Standard,Low,2.25,0
Suzuki,Alto,2013,825166,119328,Hybrid,Manual,1000,Hatchback,Matara,Reconditioned,Individual,Silver,19,11,Low Tax Era,Standard,High,6.92,1
Suzuki,Ertiga,2014,1046331,167052,Hybrid,Automatic,2000,Sedan,Colombo,Reconditioned,Individual,Black,16,10,Low Tax Era,Standard,High,6.26,0
Toyota,Corolla,2016,1827085,99254,Diesel,Manual,1300,Sedan,Kandy,Used,Individual,Black,12,8,Medium Tax Era,Standard,Medium,18.41,0
Toyota,CH-R,2013,1423233,82093,Petrol,Automatic,1800,SUV,Colombo,Used,Individual,Black,23,11,Low Tax Era,Standard,Low,17.34,0
Suzuki,Every,2020,2076531,39908,Electric,Manual,0,Van,Negombo,Used,Individual,Silver,9,4,High Tax Era,Standard,Very High,52.03,0
Suzuki,Alto,2018,1269507,92107,Petrol,Automatic,800,Hatchback,Batticaloa,Used,Dealer,Black,7,6,Medium Tax Era,Standard,Medium,13.78,1
Toyota,Vitz,2014,1429384,126008,Hybrid,Manual,2000,Hatchback,Galle,Reconditioned,Individual,Red,6,10,Low Tax Era,Standard,High,11.34,0
Nissan,Tiida,2019,2285464,55250,Hybrid,Automatic,2000,Van,Kandy,Reconditioned,Individual,Red,16,5,Medium Tax Era,Standard,High,41.37,0
Mazda,CX-5,2017,1905045,61424,Petrol,Automatic,1800,SUV,Colombo,Used,Dealer,Black,24,7,Medium Tax Era,Standard,Low,31.01,0
Benz,A-Class,2016,4014715,93767,Diesel,Automatic,2500,Coupe,Colombo,Used,Individual,Black,24,8,Medium Tax Era,Luxury,Low,42.82,0
Suzuki,Wagon R,2011,611715,200321,Diesel,Automatic,660,Hatchback,Kalutara,Used,Dealer,White,20,13,Low Tax Era,Standard,Medium,3.05,1
Toyota,Corolla,2013,1205391,217877,Petrol,Automatic,2000,Sedan,Colombo,Used,Individual,White,16,11,Low Tax Era,Standard,Low,5.53,0
Nissan,March,2011,725460,95021,Diesel,Automatic,800,Hatchback,Gampaha,Reconditioned,Individual,Black,19,13,Low Tax Era,Standard,Medium,7.63,0
Suzuki,Swift,2012,665023,83810,Hybrid,Manual,1000,Hatchback,Kurunegala,Used,Individual,White,6,12,Low Tax Era,Standard,High,7.93,1
Suzuki,Alto,2016,1286068,59154,Hybrid,Automatic,1000,Hatchback,Negombo,Reconditioned,Dealer,Black,9,8,Medium Tax Era,Standard,High,21.74,1
Toyota,CH-R,2015,1407507,88282,Petrol,Automatic,1000,SUV,Kurunegala,Reconditioned,Individual,Silver,7,9,Low Tax Era,Standard,Medium,15.94,0
Honda,Freed,2011,895219,173287,Diesel,Automatic,1500,Van,Galle,Used,Dealer,Silver,23,13,Low Tax Era,Standard,Low,5.17,0
Nissan,X-Trail,2019,1664334,83372,Petrol,Automatic,2000,SUV,Ratnapura,Reconditioned,Individual,White,8,5,Medium Tax Era,Standard,Low,19.96,0
Mazda,CX-5,2018,2179679,73298,Hybrid,Manual,2000,SUV,Galle,Used,Individual,White,16,6,Medium Tax Era,Standard,High,29.74,0
Benz,C200,2010,1456837,139099,Petrol,Automatic,2500,Hatchback,Ratnapura,Reconditioned,Dealer,Red,12,14,Low Tax Era,Luxury,Low,10.47,0
Honda,City,2017,2047758,106046,Petrol,Automatic,2000,SUV,Colombo,Used,Dealer,Brown,17,7,Medium Tax Era,Standard,Low,19.31,0
Hyundai,i10,2009,500000,127037,Petrol,Automatic,1800,Sedan,Colombo,Used,Individual,Blue,16,15,Low Tax Era,Standard,Low,3.94,0
Toyota,Corolla,2010,754602,226080,Petrol,Manual,1000,Sedan,Gampaha,Used,Individual,Black,20,14,Low Tax Era,Standard,Medium,3.34,0
Honda,Accord,2011,790373,186777,Petrol,Automatic,1300,Coupe,Galle,Used,Dealer,Black,23,13,Low Tax Era,Standard,Medium,4.23,0
Mazda,Atenza,2017,2146277,82255,Hybrid,Automatic,1300,Coupe,Colombo,Used,Dealer,Black,8,7,Medium Tax Era,Standard,High,26.09,0
Toyota,Vitz,2017,1724718,90355,Petrol,Manual,1000,Hatchback,Kandy,Used,Individual,Grey,12,7,Medium Tax Era,Standard,Medium,19.09,0
Toyota,Premio,2021,3991474,47283,Hybrid,Automatic,2000,Sedan,Ratnapura,Used,Dealer,Grey,6,3,High Tax Era,Standard,High,84.41,0
Mazda,Demio,2014,1203322,121723,Petrol,Automatic,1500,Hatchback,Galle,Used,Dealer,Silver,20,10,Low Tax Era,Standard,Low,9.89,0
Toyota,Aqua,2018,2155971,94030,Petrol,Automatic,1800,Hatchback,Negombo,Used,Dealer,Silver,12,6,Medium Tax Era,Standard,Low,22.93,1
Nissan,Leaf,2019,1858115,68415,Diesel,Automatic,1500,Van,Galle,Reconditioned,Individual,Silver,8,5,Medium Tax Era,Standard,Low,27.16,0
Toyota,Premio,2012,858698,193831,Petrol,Manual,2000,Sedan,Gampaha,Used,Dealer,Grey,10,12,Low Tax Era,Standard,Low,4.43,0
Toyota,Allion,2012,1375899,109764,Hybrid,Automatic,1000,Sedan,Colombo,Used,Individual,White,10,12,Low Tax Era,Standard,High,12.53,0
Toyota,CH-R,2018,2990685,57883,Hybrid,Automatic,1300,SUV,Galle,Reconditioned,Dealer,Black,20,6,Medium Tax Era,Standard,High,51.67,0
Toyota,Camry,2013,1110674,176008,Petrol,Automatic,1300,Sedan,Jaffna,Used,Dealer,White,12,11,Low Tax Era,Standard,Medium,6.31,0
Suzuki,Ertiga,2016,1317027,86105,Hybrid,Automatic,1300,Hatchback,Gampaha,Reconditioned,Individual,Blue,12,8,Medium Tax Era,Standard,High,15.3,0
Hyundai,Tucson,2021,2228722,53294,Petrol,Automatic,2000,SUV,Ratnapura,Reconditioned,Dealer,White,10,3,High Tax Era,Standard,Low,41.82,0
Suzuki,Celerio,2015,1138173,45594,Hybrid,Automatic,1500,Hatchback,Ratnapura,Reconditioned,Dealer,White,10,9,Low Tax Era,Standard,High,24.96,0
Toyota,Aqua,2016,1971555,81964,Petrol,Automatic,2000,Hatchback,Colombo,Reconditioned,Individual,White,14,8,Medium Tax Era,Standard,Low,24.05,1
Suzuki,Wagon R,2016,1223551,67898,Hybrid,Automatic,800,Hatchback,Matara,Used,Individual,Red,10,8,Medium Tax Era,Standard,High,18.02,1
Hyundai,Accent,2019,2310017,58040,Hybrid,Manual,2000,Van,Kandy,Used,Individual,Black,16,5,Medium Tax Era,Standard,High,39.8,0
Hyundai,Elantra,2013,1030204,182652,Hybrid,Automatic,2000,Sedan,Negombo,Reconditioned,Dealer,Silver,24,11,Low Tax Era,Standard,High,5.64,0
Suzuki,Hustler,2016,1013888,50547,Petrol,Automatic,1500,Hatchback,Matara,Used,Individual,Brown,14,8,Medium Tax Era,Standard,Low,20.06,0
BMW,318i,2012,1826504,236546,Diesel,Automatic,3500,Wagon,Ratnapura,Reconditioned,Individual,Silver,24,12,Low Tax Era,Luxury,Low,7.72,0
Toyota,Camry,2013,1415037,155992,Hybrid,Automatic,1000,Sedan,Kalutara,Used,Individual,White,7,11,Low Tax Era,Standard,High,9.07,0
Mazda,Atenza,2014,1170463,192099,Petrol,Manual,1800,Coupe,Gampaha,Used,Individual,White,23,10,Low Tax Era,Standard,Low,6.09,0
Toyota,Axio,2015,1497812,115166,Petrol,Automatic,1300,Sedan,Batticaloa,Used,Individual,White,5,9,Low Tax Era,Standard,Medium,13.01,1
KIA,Rio,2017,2032791,73289,Hybrid,Automatic,1500,Van,Colombo,Used,Individual,Black,19,7,Medium Tax Era,Standard,High,27.74,0
Honda,Accord,2016,1545032,68016,Petrol,Automatic,1500,SUV,Anuradhapura,Used,Dealer,White,7,8,Medium Tax Era,Standard,Low,22.72,0
Honda,Freed,2016,2076018,104325,Hybrid,Automatic,1300,Van,Galle,Used,Individual,Grey,23,8,Medium Tax Era,Standard,High,19.9,0
Suzuki,Ertiga,2015,1002251,41832,Petrol,Automatic,1800,Van,Colombo,Used,Dealer,White,24,9,Low Tax Era,Standard,Low,23.96,0
Suzuki,Every,2015,1141323,73649,Hybrid,Automatic,1800,Van,Anuradhapura,Used,Individual,Black,18,9,Low Tax Era,Standard,High,15.5,0
Toyota,CH-R,2013,1155287,153339,Petrol,Manual,1300,SUV,Colombo,Used,Dealer,White,19,11,Low Tax Era,Standard,Medium,7.53,0
Toyota,Vezel,2019,3239716,94399,Hybrid,Automatic,2000,SUV,Gampaha,Used,Individual,Black,20,5,Medium Tax Era,Standard,High,34.32,1
Nissan,Leaf,2022,3326499,30919,Hybrid,Automatic,2000,Van,Negombo,Reconditioned,Individual,Blue,8,2,High Tax Era,Standard,High,107.58,0
Honda,Accord,2015,1551128,59171,Hybrid,Manual,1300,Sedan,Kalutara,Used,Dealer,Grey,10,9,Low Tax Era,Standard,High,26.21,0
Toyota,Aqua,2013,1081358,242842,Diesel,Automatic,1300,Hatchback,Anuradhapura,Used,Individual,White,9,11,Low Tax Era,Standard,Medium,4.45,1
Nissan,Leaf,2020,2958295,23884,Hybrid,Automatic,1500,Wagon,Colombo,Reconditioned,Dealer,Silver,22,4,High Tax Era,Standard,High,123.86,0
Toyota,Vitz,2020,3490251,28965,Electric,Automatic,0,Hatchback,Anuradhapura,Used,Individual,White,9,4,High Tax Era,Standard,Very High,120.49,0
Honda,Insight,2017,1728723,46765,Diesel,Automatic,1500,Sedan,Gampaha,Used,Individual,Silver,5,7,Medium Tax Era,Standard,Low,36.97,0
Suzuki,Swift,2011,506316,168281,Petrol,Manual,1300,Hatchback,Ratnapura,Used,Dealer,White,12,13,Low Tax Era,Standard,Medium,3.01,1
Toyota,CH-R,2020,3310090,47596,Petrol,Automatic,1500,SUV,Matara,Reconditioned,Individual,Silver,20,4,High Tax Era,Standard,Low,69.54,0
Mazda,CX-3,2019,2136090,115726,Petrol,Automatic,1500,Hatchback,Colombo,Used,Individual,Green,11,5,Medium Tax Era,Standard,Low,18.46,0
Suzuki,Hustler,2020,2330404,36996,Hybrid,Automatic,2000,Coupe,Colombo,Reconditioned,Dealer,Black,21,4,High Tax Era,Standard,High,62.99,0
Suzuki,Swift,2018,1251737,115675,Petrol,Automatic,1000,Hatchback,Colombo,Used,Individual,White,10,6,Medium Tax Era,Standard,Medium,10.82,1
Nissan,Caravan,2019,1582175,92201,Diesel,Manual,2000,Van,Gampaha,Used,Individual,Black,9,5,Medium Tax Era,Standard,Low,17.16,0
Honda,Accord,2015,1408765,97757,Petrol,Manual,2000,Van,Colombo,Used,Individual,Brown,15,9,Low Tax Era,Standard,Low,14.41,0
Toyota,Aqua,2013,1636684,213461,Hybrid,Automatic,1300,Hatchback,Colombo,Reconditioned,Dealer,White,16,11,Low Tax Era,Standard,High,7.67,1
Nissan,Tiida,2012,678170,139768,Diesel,Automatic,1500,Van,Negombo,Used,Dealer,White,5,12,Low Tax Era,Standard,Low,4.85,0
Honda,Insight,2016,1979503,72899,Hybrid,Automatic,1000,Coupe,Anuradhapura,Reconditioned,Individual,Black,9,8,Medium Tax Era,Standard,High,27.15,0
KIA,Rio,2021,3316256,57703,Hybrid,Automatic,1000,Sedan,Negombo,Used,Dealer,White,13,3,High Tax Era,Standard,High,57.47,0
KIA,Sportage,2008,500000,204724,Petrol,Automatic,2000,Wagon,Kurunegala,Used,Individual,Black,6,16,Low Tax Era,Standard,Low,2.44,0
Suzuki,Ertiga,2016,1108770,54901,Hybrid,Manual,2000,Coupe,Colombo,Used,Dealer,White,9,8,Medium Tax Era,Standard,High,20.2,0
Hyundai,Tucson,2018,2123034,117395,Hybrid,Automatic,1000,SUV,Gampaha,Used,Individual,Gold,17,6,Medium Tax Era,Standard,High,18.08,0
Toyota,Premio,2015,1800488,106617,Electric,Automatic,0,Sedan,Kandy,Reconditioned,Individual,Silver,13,9,Low Tax Era,Standard,Very High,16.89,0
Honda,Vezel,2013,1240580,128582,Diesel,Automatic,1300,SUV,Gampaha,Used,Individual,Black,16,11,Low Tax Era,Standard,Medium,9.65,1
Toyota,Axio,2014,1326502,140481,Petrol,Automatic,1800,Sedan,Negombo,Used,Dealer,Blue,12,10,Low Tax Era,Standard,Low,9.44,1
Toyota,Camry,2017,2781060,57881,Hybrid,Automatic,1300,Sedan,Colombo,Reconditioned,Individual,Silver,14,7,Medium Tax Era,Standard,High,48.05,0
Nissan,March,2012,670897,206525,Petrol,Automatic,660,Hatchback,Colombo,Used,Individual,White,8,12,Low Tax Era,Standard,Medium,3.25,0
Mitsubishi,Montero,2016,1874168,78255,Hybrid,Automatic,1300,Wagon,Colombo,Used,Individual,White,11,8,Medium Tax Era,Standard,High,23.95,0
Toyota,CH-R,2018,3078909,84420,Hybrid,Automatic,1800,SUV,Negombo,Used,Dealer,White,15,6,Medium Tax Era,Standard,High,36.47,0
Mazda,CX-3,2018,2324093,90969,Hybrid,Automatic,2000,Coupe,Gampaha,Used,Dealer,Black,7,6,Medium Tax Era,Standard,High,25.55,0
Suzuki,Wagon R,2009,500000,223532,Diesel,Manual,800,Hatchback,Negombo,Used,Individual,White,7,15,Low Tax Era,Standard,Medium,2.24,1
Honda,Accord,2009,625236,129431,Petrol,Automatic,1300,Van,Colombo,Used,Individual,Blue,11,15,Low Tax Era,Standard,Medium,4.83,0
Suzuki,Wagon R,2012,713373,199277,Hybrid,Automatic,800,Hatchback,Anuradhapura,Used,Dealer,Brown,10,12,Low Tax Era,Standard,High,3.58,1
Toyota,Axio,2009,728560,184405,Petrol,Automatic,1800,Sedan,Negombo,Used,Dealer,Black,17,15,Low Tax Era,Standard,Low,3.95,1
Honda,Freed,2015,1536349,90551,Petrol,Automatic,1500,Van,Gampaha,Used,Individual,White,18,9,Low Tax Era,Standard,Low,16.97,0
Honda,Grace,2016,1699691,88351,Petrol,Automatic,1300,Sedan,Colombo,Used,Dealer,White,18,8,Medium Tax Era,Standard,Medium,19.24,0
Honda,Accord,2016,1867725,58226,Hybrid,Automatic,1000,Wagon,Negombo,Used,Dealer,Black,20,8,Medium Tax Era,Standard,High,32.08,0
Suzuki,Alto,2016,1068936,58413,Petrol,Manual,800,Hatchback,Colombo,Used,Individual,White,23,8,Medium Tax Era,Standard,Medium,18.3,1
Toyota,Camry,2018,2405225,57156,Petrol,Automatic,1800,Sedan,Colombo,Reconditioned,Individual,White,16,6,Medium Tax Era,Standard,Low,42.08,0
Mazda,Mazda 3,2020,3157685,41898,Hybrid,Automatic,2000,Sedan,Kurunegala,Used,Individual,White,16,4,High Tax Era,Standard,High,75.36,0
Mazda,Demio,2014,1233465,215501,Diesel,Automatic,1800,Hatchback,Colombo,Used,Individual,Red,8,10,Low Tax Era,Standard,Low,5.72,0
Toyota,Aqua,2010,755258,147592,Petrol,Manual,1000,Hatchback,Kalutara,Reconditioned,Dealer,White,10,14,Low Tax Era,Standard,Medium,5.12,1
Toyota,Vezel,2019,3766671,75447,Hybrid,Automatic,1800,SUV,Kurunegala,Used,Individual,Black,24,5,Medium Tax Era,Standard,High,49.92,1
Suzuki,Hustler,2018,1489994,111028,Petrol,Automatic,1000,Sedan,Galle,Used,Individual,White,24,6,Medium Tax Era,Standard,Medium,13.42,0
Hyundai,i10,2014,1058185,205410,Electric,Manual,0,Coupe,Kandy,Reconditioned,Individual,Black,7,10,Low Tax Era,Standard,Very High,5.15,0
Honda,Civic,2008,500000,212152,Petrol,Manual,1500,Sedan,Jaffna,Used,Dealer,White,8,16,Low Tax Era,Standard,Low,2.36,0
Honda,Insight,2019,2610624,97589,Petrol,Automatic,1800,SUV,Galle,Used,Dealer,Silver,19,5,Medium Tax Era,Standard,Low,26.75,0
Toyota,Camry,2021,3738360,31995,Petrol,Manual,1000,Sedan,Matara,Reconditioned,Dealer,Green,24,3,High Tax Era,Standard,Medium,116.84,0
Honda,Civic,2015,1455162,84112,Petrol,Automatic,1000,Sedan,Kurunegala,Used,Dealer,White,11,9,Low Tax Era,Standard,Medium,17.3,0
Hyundai,Accent,2010,544026,220926,Petrol,Automatic,2000,Sedan,Kalutara,Used,Dealer,Silver,13,14,Low Tax Era,Standard,Low,2.46,0
Toyota,CH-R,2021,4607162,50111,Hybrid,Automatic,1000,SUV,Colombo,Used,Dealer,White,15,3,High Tax Era,Standard,High,91.94,0
Honda,Fit,2019,2501268,112805,Diesel,Manual,1500,Hatchback,Anuradhapura,Reconditioned,Dealer,White,20,5,Medium Tax Era,Standard,Low,22.17,1
Toyota,Prius,2019,3311546,110097,Hybrid,Automatic,1300,Wagon,Matara,Reconditioned,Individual,White,19,5,Medium Tax Era,Standard,High,30.08,1
Suzuki,Alto,2021,2367273,15997,Electric,Manual,0,Hatchback,Galle,Used,Individual,White,20,3,High Tax Era,Standard,Very High,147.97,1
Honda,Fit,2012,1117048,172693,Electric,Automatic,0,Hatchback,Gampaha,Reconditioned,Individual,White,5,12,Low Tax Era,Standard,Very High,6.47,1
Suzuki,Swift,2017,1726745,91553,Electric,Automatic,0,Hatchback,Matara,Reconditioned,Individual,White,19,7,Medium Tax Era,Standard,Very High,18.86,1
Honda,Accord,2020,3378304,48357,Electric,Automatic,0,Van,Colombo,Used,Individual,White,6,4,High Tax Era,Standard,Very High,69.86,0
Suzuki,Celerio,2021,2386399,36682,Diesel,Automatic,1800,Van,Negombo,Used,Dealer,Red,23,3,High Tax Era,Standard,Low,65.05,0
Honda,Freed,2020,3844948,23983,Hybrid,Automatic,2000,Van,Colombo,Used,Individual,White,14,4,High Tax Era,Standard,High,160.31,0
Hyundai,i10,2016,1526380,53665,Hybrid,Automatic,1500,Van,Negombo,Used,Individual,Gold,20,8,Medium Tax Era,Standard,High,28.44,0
Suzuki,Celerio,2009,500000,187181,Petrol,Automatic,1000,Hatchback,Anuradhapura,Used,Dealer,White,22,15,Low Tax Era,Standard,Medium,2.67,0
Toyota,CH-R,2015,2037310,67684,Electric,Automatic,0,SUV,Gampaha,Reconditioned,Dealer,Black,8,9,Low Tax Era,Standard,Very High,30.1,0
KIA,Rio,2017,1365636,104442,Petrol,Automatic,2000,Wagon,Kurunegala,Reconditioned,Dealer,Brown,12,7,Medium Tax Era,Standard,Low,13.08,0
Toyota,Corolla,2014,1802605,226123,Hybrid,Automatic,1000,Sedan,Batticaloa,Used,Dealer,Brown,23,10,Low Tax Era,Standard,High,7.97,0
Toyota,Vezel,2016,1847043,44176,Petrol,Automatic,1300,SUV,Kandy,Used,Individual,Black,11,8,Medium Tax Era,Standard,Medium,41.81,1
Benz,C200,2016,3256603,86902,Diesel,Automatic,2400,Hatchback,Ratnapura,Used,Individual,White,22,8,Medium Tax Era,Luxury,Low,37.47,0
Honda,Accord,2018,2332107,80108,Hybrid,Automatic,2000,Van,Anuradhapura,Used,Dealer,Blue,10,6,Medium Tax Era,Standard,High,29.11,0
Benz,A-Class,2017,3342167,87366,Petrol,Manual,2400,Sedan,Negombo,Used,Dealer,Black,10,7,Medium Tax Era,Luxury,Low,38.25,0
Suzuki,Swift,2011,551674,183719,Petrol,Automatic,1800,Hatchback,Matara,Reconditioned,Individual,Silver,21,13,Low Tax Era,Standard,Low,3,1
Toyota,Prius,2022,4714603,30457,Hybrid,Automatic,1800,Coupe,Galle,Used,Dealer,Silver,18,2,High Tax Era,Standard,High,154.79,1
Toyota,CH-R,2009,623689,163576,Petrol,Automatic,1300,SUV,Anuradhapura,Reconditioned,Dealer,White,6,15,Low Tax Era,Standard,Medium,3.81,0
KIA,Picanto,2010,518936,166540,Petrol,Manual,1000,Van,Colombo,Used,Individual,Black,13,14,Low Tax Era,Standard,Medium,3.12,0
Toyota,Vezel,2018,2941825,101086,Hybrid,Automatic,2000,SUV,Kurunegala,Used,Dealer,Red,24,6,Medium Tax Era,Standard,High,29.1,1
KIA,Cerato,2014,1262637,166067,Hybrid,Automatic,1800,Coupe,Anuradhapura,Used,Dealer,Silver,11,10,Low Tax Era,Standard,High,7.6,0
Suzuki,Spacia,2021,2974650,25110,Hybrid,Automatic,1300,Coupe,Colombo,Used,Individual,Black,19,3,High Tax Era,Standard,High,118.46,0
Suzuki,Celerio,2015,1145775,50223,Hybrid,Automatic,1800,SUV,Jaffna,Reconditioned,Individual,White,22,9,Low Tax Era,Standard,High,22.81,0
Suzuki,Alto,2020,2109306,26055,Hybrid,Automatic,660,Hatchback,Colombo,Reconditioned,Individual,Black,7,4,High Tax Era,Standard,High,80.95,1
Mazda,CX-3,2021,3999103,17631,Hybrid,Automatic,2000,Wagon,Jaffna,Used,Dealer,Grey,17,3,High Tax Era,Standard,High,226.81,0
Nissan,Tiida,2014,1110679,123168,Hybrid,Automatic,1300,SUV,Jaffna,Used,Dealer,Silver,6,10,Low Tax Era,Standard,High,9.02,0
Mitsubishi,Mirage,2015,1096101,115955,Diesel,Automatic,1500,SUV,Kurunegala,Reconditioned,Dealer,White,5,9,Low Tax Era,Standard,Low,9.45,0
Suzuki,Alto,2013,725579,86955,Diesel,Manual,660,Hatchback,Colombo,Reconditioned,Dealer,Green,6,11,Low Tax Era,Standard,Medium,8.34,1
Toyota,Premio,2019,3009600,88481,Electric,Automatic,0,Sedan,Galle,Used,Dealer,White,8,5,Medium Tax Era,Standard,Very High,34.01,0
Suzuki,Every,2021,2387112,51075,Hybrid,Automatic,1300,Van,Matara,Used,Dealer,Red,9,3,High Tax Era,Standard,High,46.74,0
Toyota,Allion,2009,587472,200212,Petrol,Automatic,1300,Sedan,Kandy,Reconditioned,Dealer,Silver,5,15,Low Tax Era,Standard,Medium,2.93,0
Suzuki,Celerio,2021,2115596,44389,Petrol,Automatic,1500,Wagon,Gampaha,Used,Dealer,Red,21,3,High Tax Era,Standard,Low,47.66,0
Toyota,CH-R,2018,2255784,81751,Petrol,Automatic,1300,SUV,Negombo,Used,Dealer,White,17,6,Medium Tax Era,Standard,Medium,27.59,0
BMW,320i,2021,5780627,49351,Petrol,Automatic,2500,Hatchback,Colombo,Used,Dealer,Black,21,3,High Tax Era,Luxury,Low,117.13,0
Suzuki,Spacia,2012,503501,84454,Petrol,Manual,1000,Van,Negombo,Reconditioned,Dealer,White,6,12,Low Tax Era,Standard,Medium,5.96,0
Toyota,Corolla,2013,1221575,92875,Diesel,Manual,1300,Sedan,Colombo,Used,Dealer,Brown,6,11,Low Tax Era,Standard,Medium,13.15,0
Toyota,Vezel,2016,2005438,114944,Hybrid,Automatic,1000,SUV,Colombo,Used,Dealer,Black,10,8,Medium Tax Era,Standard,High,17.45,1
Nissan,X-Trail,2020,2445684,43390,Hybrid,Automatic,1300,SUV,Gampaha,Reconditioned,Dealer,Silver,5,4,High Tax Era,Standard,High,56.36,0
Toyota,Axio,2017,2096379,56482,Petrol,Automatic,1300,Sedan,Colombo,Reconditioned,Dealer,Silver,13,7,Medium Tax Era,Standard,Medium,37.12,1
Toyota,Premio,2022,5225136,46419,Hybrid,Automatic,1000,Sedan,Kandy,Reconditioned,Dealer,Blue,23,2,High Tax Era,Standard,High,112.56,0
Honda,Accord,2017,2405823,64288,Electric,Automatic,0,SUV,Batticaloa,Used,Individual,White,15,7,Medium Tax Era,Standard,Very High,37.42,0
Toyota,CH-R,2019,2378142,95916,Petrol,Automatic,1800,SUV,Negombo,Reconditioned,Individual,Black,10,5,Medium Tax Era,Standard,Low,24.79,0
Suzuki,Hustler,2019,2298357,84852,Hybrid,Automatic,1800,SUV,Colombo,Reconditioned,Dealer,White,17,5,Medium Tax Era,Standard,High,27.09,0
Honda,Insight,2020,2374243,18447,Petrol,Automatic,1500,Van,Negombo,Used,Dealer,Grey,6,4,High Tax Era,Standard,Low,128.7,0
Toyota,CH-R,2015,1538771,105365,Hybrid,Manual,2000,SUV,Gampaha,Reconditioned,Individual,White,10,9,Low Tax Era,Standard,High,14.6,0
Suzuki,Every,2016,1093939,103332,Electric,Manual,0,Van,Gampaha,Used,Individual,Black,11,8,Medium Tax Era,Standard,Very High,10.59,0
Suzuki,Spacia,2020,2635363,35151,Hybrid,Automatic,1500,Hatchback,Colombo,Used,Individual,Black,23,4,High Tax Era,Standard,High,74.97,0
Toyota,CH-R,2013,1482267,118493,Hybrid,Automatic,1300,SUV,Galle,Reconditioned,Individual,White,21,11,Low Tax Era,Standard,High,12.51,0
Toyota,Camry,2016,1822001,75989,Petrol,Automatic,1000,Sedan,Colombo,Used,Individual,White,13,8,Medium Tax Era,Standard,Medium,23.98,0
Suzuki,Celerio,2017,1332235,58615,Petrol,Automatic,1000,Wagon,Kurunegala,Used,Individual,Silver,16,7,Medium Tax Era,Standard,Medium,22.73,0
Toyota,Vezel,2017,2594246,40026,Hybrid,Automatic,1300,SUV,Kandy,Reconditioned,Dealer,Grey,10,7,Medium Tax Era,Standard,High,64.81,1
Nissan,Juke,2015,1211661,106332,Hybrid,Automatic,1000,Sedan,Galle,Used,Individual,White,15,9,Low Tax Era,Standard,High,11.39,0
Toyota,Corolla,2020,3481018,19866,Hybrid,Automatic,1000,Sedan,Colombo,Used,Individual,Black,11,4,High Tax Era,Standard,High,175.22,0
Suzuki,Spacia,2020,2689201,40822,Electric,Automatic,0,SUV,Kalutara,Used,Individual,Green,24,4,High Tax Era,Standard,Very High,65.87,0
Suzuki,Ertiga,2014,909362,164511,Hybrid,Manual,1300,Van,Anuradhapura,Reconditioned,Dealer,Brown,20,10,Low Tax Era,Standard,High,5.53,0
Toyota,CH-R,2020,3618403,30233,Hybrid,Automatic,1300,SUV,Gampaha,Used,Individual,Grey,10,4,High Tax Era,Standard,High,119.68,0
Honda,Grace,2013,1305997,105301,Hybrid,Automatic,1300,Sedan,Galle,Used,Individual,Gold,5,11,Low Tax Era,Standard,High,12.4,0
Suzuki,Alto,2015,1241782,49566,Hybrid,Automatic,1000,Hatchback,Ratnapura,Used,Individual,White,15,9,Low Tax Era,Standard,High,25.05,1
Suzuki,Hustler,2020,2629688,32215,Electric,Automatic,0,Coupe,Kurunegala,Used,Dealer,Gold,21,4,High Tax Era,Standard,Very High,81.63,0
Suzuki,Ertiga,2016,1372179,94583,Hybrid,Automatic,2000,Wagon,Jaffna,Reconditioned,Dealer,Brown,13,8,Medium Tax Era,Standard,High,14.51,0
Toyota,Prius,2020,2764264,51551,Petrol,Automatic,1300,Coupe,Jaffna,Reconditioned,Dealer,Silver,6,4,High Tax Era,Standard,Medium,53.62,1
Toyota,Corolla,2017,2807022,82340,Hybrid,Automatic,1300,Sedan,Negombo,Used,Dealer,Red,21,7,Medium Tax Era,Standard,High,34.09,0
Suzuki,Every,2015,962877,41711,Petrol,Automatic,1000,Van,Colombo,Used,Individual,White,11,9,Low Tax Era,Standard,Medium,23.08,0
Nissan,Caravan,2012,826730,155205,Hybrid,Manual,1000,Van,Gampaha,Used,Individual,White,22,12,Low Tax Era,Standard,High,5.33,0
